sample_uid	sample_token	gse_id	cancer_type	candidate_policy	n_cells	n_candidate	n_reference	infercnv_status	copykat_status	explanation
GSE179994|P1.post.2	GSE179994_P1.post.2_ae4318768e6b	GSE179994	Lung cancer	epithelial_solid_default	3644	0	3407	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P1.post.3	GSE179994_P1.post.3_8eb5a70029e8	GSE179994	Lung cancer	epithelial_solid_default	3108	0	2721	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P1.pre	GSE179994_P1.pre_60562960732a	GSE179994	Lung cancer	epithelial_solid_default	4372	5	4061	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P10.post.1	GSE179994_P10.post.1_ffff3062e797	GSE179994	Lung cancer	epithelial_solid_default	2825	0	2544	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P10.pre	GSE179994_P10.pre_c479109f5eae	GSE179994	Lung cancer	epithelial_solid_default	6987	13	6180	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P11.pre	GSE179994_P11.pre_012eae7a69b0	GSE179994	Lung cancer	epithelial_solid_default	2078	0	1920	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P12.pre	GSE179994_P12.pre_55fb6f263ea4	GSE179994	Lung cancer	epithelial_solid_default	3123	0	2860	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P13.post.1	GSE179994_P13.post.1_d5ba349d81c3	GSE179994	Lung cancer	epithelial_solid_default	4158	0	3775	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P13.post.2	GSE179994_P13.post.2_d69b55905725	GSE179994	Lung cancer	epithelial_solid_default	3627	0	3279	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P13.pre	GSE179994_P13.pre_52ec0f03de6b	GSE179994	Lung cancer	epithelial_solid_default	1208	1	1075	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P14.pre	GSE179994_P14.pre_5a91398255d0	GSE179994	Lung cancer	epithelial_solid_default	3386	0	2729	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P15.pre	GSE179994_P15.pre_2c3e950e0234	GSE179994	Lung cancer	epithelial_solid_default	2108	1	1756	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P16.pre	GSE179994_P16.pre_9a5cae110ecf	GSE179994	Lung cancer	epithelial_solid_default	1428	0	1186	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P17.pre	GSE179994_P17.pre_462798684462	GSE179994	Lung cancer	epithelial_solid_default	1397	0	1267	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P18.pre	GSE179994_P18.pre_4395e4c38ede	GSE179994	Lung cancer	epithelial_solid_default	2988	5	2626	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P19.post.1	GSE179994_P19.post.1_b85c5e52deb8	GSE179994	Lung cancer	epithelial_solid_default	9654	0	9059	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P19.pre	GSE179994_P19.pre_e0ea443cf36f	GSE179994	Lung cancer	epithelial_solid_default	9334	3	8562	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P2.pre	GSE179994_P2.pre_81050ed2514d	GSE179994	Lung cancer	epithelial_solid_default	2332	0	2156	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P20.pre	GSE179994_P20.pre_c0e2b67dbf3c	GSE179994	Lung cancer	epithelial_solid_default	2666	0	2458	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P21.pre	GSE179994_P21.pre_5aeb434b1c1c	GSE179994	Lung cancer	epithelial_solid_default	2722	22	2148	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P22.pre	GSE179994_P22.pre_9e73355f2e42	GSE179994	Lung cancer	epithelial_solid_default	876	0	762	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P23.pre	GSE179994_P23.pre_c81aa07d3e94	GSE179994	Lung cancer	epithelial_solid_default	2494	3	2052	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P24.pre	GSE179994_P24.pre_501a58e3e4e6	GSE179994	Lung cancer	epithelial_solid_default	1579	0	1406	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P25.pre	GSE179994_P25.pre_c2d25b49375b	GSE179994	Lung cancer	epithelial_solid_default	5904	12	5403	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P26.pre	GSE179994_P26.pre_281d1f23b257	GSE179994	Lung cancer	epithelial_solid_default	365	0	296	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P27.pre	GSE179994_P27.pre_5a927d6e5fb6	GSE179994	Lung cancer	epithelial_solid_default	2147	0	1790	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P28.pre	GSE179994_P28.pre_91673d5dc85d	GSE179994	Lung cancer	epithelial_solid_default	3462	0	3160	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P29.post.1	GSE179994_P29.post.1_cb05a77a4595	GSE179994	Lung cancer	epithelial_solid_default	1508	1	1376	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P29.pre	GSE179994_P29.pre_df1635dc3d44	GSE179994	Lung cancer	epithelial_solid_default	2218	0	1950	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P3.pre	GSE179994_P3.pre_abfe80e65e55	GSE179994	Lung cancer	epithelial_solid_default	1952	0	1878	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P30.post.1	GSE179994_P30.post.1_2923b8f64908	GSE179994	Lung cancer	epithelial_solid_default	7619	0	6819	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P30.pre	GSE179994_P30.pre_c3aa4ec85153	GSE179994	Lung cancer	epithelial_solid_default	2784	0	2602	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P33.post.1	GSE179994_P33.post.1_3f8bea2c1b95	GSE179994	Lung cancer	epithelial_solid_default	4840	0	4435	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P33.pre	GSE179994_P33.pre_a739aa04a1ee	GSE179994	Lung cancer	epithelial_solid_default	1945	0	1772	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P34.pre	GSE179994_P34.pre_eae8c43b7b5a	GSE179994	Lung cancer	epithelial_solid_default	4161	1	3463	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P35.post.1	GSE179994_P35.post.1_fa9c03a43223	GSE179994	Lung cancer	epithelial_solid_default	5962	0	5521	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P35.pre	GSE179994_P35.pre_3e429d930a72	GSE179994	Lung cancer	epithelial_solid_default	3708	0	3276	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P36.post.1	GSE179994_P36.post.1_15f385def70a	GSE179994	Lung cancer	epithelial_solid_default	4606	0	4378	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P37.post.1	GSE179994_P37.post.1_1396531b4da8	GSE179994	Lung cancer	epithelial_solid_default	600	1	413	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P38.post.1	GSE179994_P38.post.1_0d8459a5a024	GSE179994	Lung cancer	epithelial_solid_default	3073	10	2246	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P4.pre	GSE179994_P4.pre_73916caf9a79	GSE179994	Lung cancer	epithelial_solid_default	1043	0	953	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P5.pre	GSE179994_P5.pre_984a4b1507c6	GSE179994	Lung cancer	epithelial_solid_default	369	1	339	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P6.pre	GSE179994_P6.pre_93e6a1b404d5	GSE179994	Lung cancer	epithelial_solid_default	1740	0	1576	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P7.pre	GSE179994_P7.pre_7bf7f71bfc3c	GSE179994	Lung cancer	epithelial_solid_default	475	0	410	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P8.pre	GSE179994_P8.pre_27521d095296	GSE179994	Lung cancer	epithelial_solid_default	1693	0	1574	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE179994|P9.pre	GSE179994_P9.pre_746df249f803	GSE179994	Lung cancer	epithelial_solid_default	1038	0	915	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE189357|GSE189357__GSM5699778_TD2	GSE189357_GSE189357__GSM5699778_TD2_15dbccaa09be	GSE189357	Lung cancer	epithelial_solid_default	11911	176	10397	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE189357|GSE189357__GSM5699779_TD3	GSE189357_GSE189357__GSM5699779_TD3_3a9be9da518e	GSE189357	Lung cancer	epithelial_solid_default	8604	95	5860	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE189357|GSE189357__GSM5699780_TD4	GSE189357_GSE189357__GSM5699780_TD4_bcbe8fa5f7d1	GSE189357	Lung cancer	epithelial_solid_default	8391	90	6967	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE189357|GSE189357__GSM5699781_TD5	GSE189357_GSE189357__GSM5699781_TD5_c3d6a69853b1	GSE189357	Lung cancer	epithelial_solid_default	12867	103	11071	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE189357|GSE189357__GSM5699783_TD7	GSE189357_GSE189357__GSM5699783_TD7_2d07cf8cc3f8	GSE189357	Lung cancer	epithelial_solid_default	2214	156	1630	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE189357|GSE189357__GSM5699784_TD8	GSE189357_GSE189357__GSM5699784_TD8_b46da287e40d	GSE189357	Lung cancer	epithelial_solid_default	12307	179	10201	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE162025|GSM4929848_NPC_SC_1805_Tumor	GSE162025_GSM4929848_NPC_SC_1805_Tumor_4bf8dc7cc165	GSE162025	Nasopharyngeal carcinoma	epithelial_solid_default	7562	111	5979	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE162025|GSM4929850_NPC_SC_1806_Tumor	GSE162025_GSM4929850_NPC_SC_1806_Tumor_881cc7d9f0a0	GSE162025	Nasopharyngeal carcinoma	epithelial_solid_default	9719	16	7907	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE162025|GSM4929852_NPC_SC_1807_Tumor	GSE162025_GSM4929852_NPC_SC_1807_Tumor_caeb74d6e083	GSE162025	Nasopharyngeal carcinoma	epithelial_solid_default	9776	35	8254	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE162025|GSM4929854_NPC_SC_1808_Tumor	GSE162025_GSM4929854_NPC_SC_1808_Tumor_d3dc3e8c9a04	GSE162025	Nasopharyngeal carcinoma	epithelial_solid_default	10299	12	9493	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE162025|GSM4929856_NPC_SC_1810_Tumor	GSE162025_GSM4929856_NPC_SC_1810_Tumor_94fcf89ee037	GSE162025	Nasopharyngeal carcinoma	epithelial_solid_default	8345	159	7569	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE162025|GSM4929858_NPC_SC_1811_Tumor	GSE162025_GSM4929858_NPC_SC_1811_Tumor_7a2c1971e967	GSE162025	Nasopharyngeal carcinoma	epithelial_solid_default	5923	35	5091	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE127465|human_p1t3	GSE127465_human_p1t3_6beb5e699d7f	GSE127465	Non-small cell lung cancer	epithelial_solid_default	964	139	465	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
